freelancer_id,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate_usd,rating,is_active,client_satisfaction
FL250539,Janice Daniels,F,21.0,Germany,German,DevOps,0.0,20.0,2.6,False,72.0
FL250540,Carla Wood,F,20.0,Italy,Italian,DevOps,1.0,40.0,2.3,True,72.0
FL250541,Kenneth Vasquez,M,30.0,Japan,Japanese,Blockchain Development,5.0,30.0,4.8,False,
FL250542,Kevin Smith,M,41.0,China,Mandarin,Data Analysis,0.0,40.0,4.5,False,68.0
FL250543,Thomas Kim,M,22.0,Spain,Spanish,Blockchain Development,0.0,30.0,0.0,False,87.0
FL250544,Sean Park,M,45.0,Mexico,Spanish,Cybersecurity,19.0,75.0,0.0,False,72.0
FL250545,Judith Poole,F,22.0,Australia,English,Data Analysis,2.0,40.0,1.1,False,76.0
FL250546,Melanie Baird,F,20.0,Turkey,Turkish,Mobile Apps,0.0,100.0,0.0,False,63.0
FL250547,Erika Mitchell,F,20.0,Canada,English,Data Analysis,2.0,40.0,,True,91.0
FL250548,Ricky Martinez,M,21.0,United Kingdom,English,AI,0.0,100.0,,False,73.0
FL250549,John Christian,M,22.0,Netherlands,Dutch,Cybersecurity,1.0,40.0,0.0,False,63.0
FL250550,Nancy Smith,F,28.0,United Kingdom,English,DevOps,3.0,20.0,,True,79.0
FL250551,Cassandra Stephens,F,59.0,Argentina,Spanish,AI,9.0,20.0,4.1,False,75.0
FL250552,Miss Janet Donovan MD,F,28.0,France,French,Web Development,1.0,30.0,0.0,False,70.0
FL250553,Kristina Williams,F,40.0,Australia,English,DevOps,0.0,100.0,1.2,,87.0
FL250554,Wayne Barnes,M,57.0,Italy,Italian,Blockchain Development,7.0,30.0,1.6,False,
FL250555,James Hinton,M,47.0,Turkey,Turkish,DevOps,1.0,50.0,3.9,True,88.0
FL250556,David Spence,M,48.0,South Korea,Korean,Cybersecurity,21.0,40.0,0.0,True,
FL250557,Tyler Cooper,M,28.0,United States,English,UI/UX Design,1.0,20.0,4.7,False,93.0
FL250558,Sean Martinez,M,41.0,Turkey,Turkish,Graphic Design,15.0,40.0,3.8,True,
FL250559,Janet Barron,F,57.0,South Africa,Afrikaans,Cybersecurity,33.0,100.0,3.5,False,74.0
FL250560,Rodney Wilson,M,60.0,Argentina,Spanish,Graphic Design,39.0,75.0,4.0,,70.0
FL250561,Kimberly Fitzgerald,F,48.0,Egypt,Arabic,Graphic Design,21.0,30.0,1.6,True,67.0
FL250562,Nicole Davis,F,24.0,France,French,Cybersecurity,5.0,40.0,3.0,False,86.0
FL250563,Elizabeth Hayes,F,33.0,Mexico,Spanish,DevOps,11.0,50.0,5.0,True,69.0
FL250564,Kathy Faulkner,F,20.0,Turkey,Turkish,Graphic Design,0.0,30.0,4.8,True,68.0
FL250565,John Gonzales,M,59.0,United Kingdom,English,DevOps,15.0,50.0,,False,
FL250566,Shannon Luna,F,42.0,China,Mandarin,DevOps,22.0,50.0,2.9,False,61.0
FL250567,Stephanie Burton,F,22.0,Turkey,Turkish,UI/UX Design,3.0,40.0,3.0,True,96.0
FL250568,Kevin Gonzales,M,41.0,Canada,English,Cybersecurity,11.0,50.0,3.5,True,68.0
FL250569,Dawn Hardy,F,25.0,Argentina,Spanish,Web Development,5.0,40.0,,True,75.0
FL250570,Margaret Perkins,F,38.0,Canada,English,UI/UX Design,3.0,40.0,4.7,False,69.0
FL250571,Amanda Vargas,F,43.0,United States,English,DevOps,1.0,45.0,2.9,False,78.0
FL250572,Tonya Gonzalez,F,54.0,Mexico,Spanish,AI,1.0,75.0,4.4,True,
FL250573,Elizabeth Bowman,F,31.0,Indonesia,Indonesian,Mobile Apps,2.0,40.0,2.3,False,98.0
FL250574,Ariana Pittman,F,56.0,Mexico,Spanish,AI,3.0,30.0,3.7,,83.0
FL250575,Antonio Johnson,M,46.0,Mexico,Spanish,Graphic Design,11.0,40.0,1.8,True,91.0
FL250576,Justin Lang,M,60.0,Egypt,Arabic,AI,9.0,100.0,0.0,True,96.0
FL250577,Kelli Ramirez,F,28.0,South Korea,Korean,Graphic Design,2.0,50.0,,True,85.0
FL250578,Deborah Torres,F,43.0,Indonesia,Indonesian,Web Development,20.0,30.0,2.7,False,72.0
FL250579,Joseph Horn,M,41.0,France,French,Web Development,11.0,20.0,4.7,,69.0
FL250580,Christopher Robinson,M,41.0,United Kingdom,English,DevOps,0.0,20.0,3.1,False,90.0
FL250581,Sandra Mccormick,F,40.0,United Kingdom,English,Mobile Apps,20.0,20.0,2.3,False,92.0
FL250582,Michael Holland,M,45.0,Germany,German,DevOps,3.0,20.0,1.3,True,91.0
FL250583,Kenneth Stevenson,M,47.0,Egypt,Arabic,DevOps,28.0,50.0,2.9,True,
FL250584,Timothy Bennett,M,34.0,India,Hindi,Data Analysis,0.0,40.0,3.3,False,98.0
FL250585,Gregory Randall,M,47.0,United States,English,UI/UX Design,4.0,20.0,4.2,,82.0
FL250586,Charles Martinez,M,32.0,Mexico,Spanish,UI/UX Design,9.0,40.0,1.3,True,83.0
FL250587,James Hall,M,28.0,United Kingdom,English,Mobile Apps,2.0,100.0,4.4,True,
FL250588,Michael Garcia,M,32.0,Australia,English,DevOps,1.0,100.0,3.4,True,
FL250589,Michele Duran,F,49.0,Netherlands,Dutch,AI,2.0,100.0,3.4,True,85.0
FL250590,Jessica Gray,F,36.0,Argentina,Spanish,Mobile Apps,16.0,20.0,3.2,,
FL250591,Keith Shaffer,M,59.0,Mexico,Spanish,Blockchain Development,22.0,20.0,3.6,False,63.0
FL250592,Jessica Decker,F,52.0,Canada,English,Cybersecurity,22.0,20.0,0.0,False,
FL250593,Brianna Pittman,F,24.0,China,Mandarin,Blockchain Development,5.0,40.0,1.8,True,86.0
FL250594,Kimberly Hunter,F,26.0,Australia,English,Graphic Design,2.0,75.0,2.5,True,60.0
FL250595,Daniel Martin,M,55.0,Canada,English,Cybersecurity,24.0,40.0,2.0,True,88.0
FL250596,Rachel Smith,F,56.0,Italy,Italian,Mobile Apps,37.0,40.0,0.0,False,70.0
FL250597,Michael Miller,M,36.0,France,French,Graphic Design,3.0,50.0,1.3,True,77.0
FL250598,Willie Clark,M,48.0,Argentina,Spanish,Web Development,18.0,75.0,0.0,False,80.0
FL250599,Jeremy Hernandez,M,55.0,Egypt,Arabic,Machine Learning,6.0,40.0,3.6,True,
FL250600,Tina Shelton,F,56.0,Spain,Spanish,DevOps,17.0,50.0,1.3,,87.0
FL250601,Dr. Pamela Larson,F,28.0,Canada,English,Blockchain Development,1.0,75.0,2.7,True,93.0
FL250602,Ryan Ewing,M,60.0,United States,English,AI,39.0,100.0,1.5,,88.0
FL250603,Mark Cochran,M,34.0,South Korea,Korean,Blockchain Development,15.0,20.0,0.0,False,100.0
FL250604,Martha Carson,F,38.0,Indonesia,Indonesian,AI,13.0,40.0,0.0,True,61.0
FL250605,Heather Jackson,F,51.0,South Korea,Korean,Web Development,17.0,100.0,3.0,False,79.0
FL250606,Megan Young,F,21.0,Japan,Japanese,Mobile Apps,1.0,30.0,1.2,,73.0
FL250607,Thomas Davis,M,35.0,Italy,Italian,UI/UX Design,16.0,50.0,1.3,True,64.0
FL250608,Thomas Mooney,M,27.0,Brazil,Portuguese,Web Development,9.0,100.0,,True,
FL250609,Susan Smith,F,42.0,Turkey,Turkish,Mobile Apps,20.0,50.0,3.8,False,93.0
FL250610,Brianna Orr,F,52.0,Canada,English,Blockchain Development,29.0,30.0,3.8,False,68.0
FL250611,Dustin Smith,M,53.0,South Korea,Korean,Web Development,21.0,40.0,4.7,True,62.0
FL250612,Sarah White,F,54.0,Italy,Italian,Mobile Apps,28.0,40.0,1.1,False,
FL250613,Michael Davis,M,51.0,Japan,Japanese,Graphic Design,5.0,50.0,4.2,True,82.0
FL250614,Jennifer Phillips,F,30.0,South Korea,Korean,Web Development,0.0,30.0,0.0,False,
FL250615,Dana Sanders,F,45.0,Netherlands,Dutch,Machine Learning,27.0,75.0,0.0,,85.0
FL250616,Daniel Quinn,M,57.0,Indonesia,Indonesian,Graphic Design,26.0,100.0,2.4,True,78.0
FL250617,Matthew Steele,M,38.0,Turkey,Turkish,Blockchain Development,19.0,40.0,0.0,True,86.0
FL250618,Michele Taylor,F,42.0,Russia,Russian,DevOps,24.0,40.0,,False,88.0
FL250619,Ashley Hammond,F,30.0,South Africa,Afrikaans,DevOps,7.0,30.0,3.3,,68.0
FL250620,Nicole Taylor,F,43.0,Australia,English,Web Development,13.0,100.0,1.4,True,97.0
FL250621,Casey Bush,M,22.0,Egypt,Arabic,UI/UX Design,2.0,75.0,1.7,False,91.0
FL250622,Samuel Patterson,M,57.0,Mexico,Spanish,Machine Learning,37.0,30.0,4.8,False,
FL250623,Craig Dennis,M,44.0,United Kingdom,English,Graphic Design,1.0,45.0,4.8,False,97.0
FL250624,Heidi Dixon,F,46.0,China,Mandarin,DevOps,5.0,30.0,2.0,True,64.0
FL250625,David Bishop,M,41.0,Spain,Spanish,Blockchain Development,1.0,50.0,2.8,False,87.0
FL250626,Laura Butler,F,34.0,Australia,English,Data Analysis,2.0,100.0,0.0,False,86.0
FL250627,Denise Erickson,F,46.0,Italy,Italian,Mobile Apps,9.0,100.0,4.4,True,97.0
FL250628,Nicole Austin,F,22.0,France,French,Blockchain Development,0.0,30.0,4.9,False,73.0
FL250629,Summer Williams,F,23.0,South Africa,Afrikaans,AI,0.0,75.0,2.3,,60.0
FL250630,Angela Blackwell,F,60.0,Turkey,Turkish,Web Development,41.0,40.0,4.9,True,66.0
FL250631,Thomas Wall,M,20.0,Canada,English,DevOps,2.0,75.0,4.3,False,90.0
FL250632,Sarah Anderson,F,41.0,South Korea,Korean,UI/UX Design,23.0,75.0,1.4,False,
FL250633,Christian Lane,M,24.0,France,French,Mobile Apps,0.0,100.0,,False,
FL250634,Todd Casey,M,44.0,Netherlands,Dutch,Machine Learning,4.0,30.0,1.3,True,77.0
FL250635,David Martinez,M,52.0,China,Mandarin,UI/UX Design,4.0,75.0,2.3,True,79.0
FL250636,Donald Salas,M,35.0,Spain,Spanish,Machine Learning,13.0,40.0,3.6,False,83.0
FL250637,Emma Hicks,F,24.0,Netherlands,Dutch,DevOps,2.0,50.0,,False,64.0
FL250638,Alison Clark,F,46.0,Australia,English,Cybersecurity,25.0,100.0,1.3,False,80.0
FL250639,Andrew Barnes,M,57.0,Mexico,Spanish,Mobile Apps,18.0,30.0,1.1,False,90.0
FL250640,Gina Snyder,F,49.0,Mexico,Spanish,Web Development,24.0,50.0,0.0,False,94.0
FL250641,David Watson,M,41.0,Japan,Japanese,AI,7.0,40.0,1.8,False,70.0
FL250642,John Davis,M,22.0,Mexico,Spanish,Machine Learning,1.0,20.0,,True,75.0
FL250643,Joseph Thomas,M,50.0,Australia,English,Blockchain Development,17.0,75.0,3.3,True,69.0
FL250644,Dean Finley,M,57.0,Germany,German,Graphic Design,4.0,30.0,4.2,False,
FL250645,Ashley Kemp,F,47.0,Mexico,Spanish,AI,29.0,50.0,,True,79.0
FL250646,Kenneth Evans,M,24.0,South Africa,Afrikaans,Data Analysis,2.0,100.0,3.8,True,71.0
FL250647,Brandon Newman,M,41.0,India,Hindi,Cybersecurity,9.0,100.0,4.8,True,72.0
FL250648,Katie Hensley,F,50.0,Germany,German,DevOps,10.0,100.0,4.3,False,93.0
FL250649,Joel Randolph,M,46.0,Brazil,Portuguese,Machine Learning,20.0,50.0,4.8,True,82.0
FL250650,Andrew Scott,M,51.0,Australia,English,Cybersecurity,9.0,40.0,,False,60.0
FL250651,Zachary Ochoa,M,51.0,United Kingdom,English,AI,12.0,20.0,4.0,False,93.0
FL250652,John Arroyo,M,27.0,United Kingdom,English,AI,3.0,50.0,,False,
FL250653,Matthew Fernandez,M,42.0,Spain,Spanish,Web Development,13.0,30.0,0.0,False,74.0
FL250654,Benjamin Stark,M,25.0,Germany,German,UI/UX Design,4.0,40.0,2.3,True,73.0
FL250655,Tammy Greer,F,32.0,Germany,German,Data Analysis,9.0,75.0,,False,96.0
FL250656,Cynthia Mckinney,F,59.0,Canada,English,Graphic Design,14.0,30.0,3.8,,66.0
FL250657,Wendy Rice,F,59.0,France,French,Cybersecurity,37.0,30.0,4.0,False,62.0
FL250658,Randy Bender,M,29.0,Germany,German,Graphic Design,2.0,75.0,2.2,True,85.0
FL250659,Richard Dominguez,M,58.0,China,Mandarin,AI,11.0,100.0,4.3,False,66.0
FL250660,Melissa Maldonado,F,56.0,Canada,English,Cybersecurity,19.0,20.0,0.0,False,87.0
FL250661,Leah Harris,F,36.0,United States,English,Machine Learning,9.0,20.0,0.0,True,68.0
FL250662,Lynn French,F,52.0,Canada,English,UI/UX Design,16.0,100.0,4.0,True,
FL250663,Angela Johnson,F,42.0,Netherlands,Dutch,Mobile Apps,8.0,50.0,,,
FL250664,Sarah Edwards,F,59.0,India,Hindi,Mobile Apps,34.0,100.0,2.0,True,79.0
FL250665,Roy Collins,M,33.0,Netherlands,Dutch,Mobile Apps,5.0,50.0,4.7,True,88.0
FL250666,Samantha Porter,F,55.0,Canada,English,Web Development,14.0,50.0,3.6,True,81.0
FL250667,Juan Elliott,M,47.0,South Korea,Korean,UI/UX Design,17.0,50.0,1.2,False,
FL250668,Elizabeth Phillips,F,29.0,Mexico,Spanish,AI,10.0,40.0,4.4,True,67.0
FL250669,Laura Evans,F,30.0,United Kingdom,English,DevOps,8.0,100.0,1.4,True,62.0
FL250670,Amanda Mitchell,F,25.0,Canada,English,DevOps,1.0,30.0,3.2,False,87.0
FL250671,Sandra Williams,F,28.0,Egypt,Arabic,Cybersecurity,10.0,25.0,3.8,True,98.0
FL250672,Eric Johnson,M,29.0,South Korea,Korean,Blockchain Development,0.0,75.0,1.5,True,64.0
FL250673,Javier Hobbs,M,30.0,Spain,Spanish,Graphic Design,4.0,50.0,2.8,True,71.0
FL250674,Jacob Jones,M,47.0,Egypt,Arabic,AI,2.0,50.0,2.7,False,96.0
FL250675,Zachary Murphy,M,34.0,Australia,English,Blockchain Development,10.0,30.0,3.9,,
FL250676,Joshua Owens,M,45.0,United States,English,Graphic Design,16.0,100.0,4.6,False,78.0
FL250677,Dawn Mitchell,F,56.0,Spain,Spanish,Cybersecurity,27.0,20.0,2.2,False,70.0
FL250678,Regina Dunn,F,49.0,China,Mandarin,DevOps,20.0,50.0,2.5,False,82.0
FL250679,Ernest Cole,M,48.0,France,French,AI,10.0,40.0,3.1,False,
FL250680,Hannah Sanders,F,29.0,South Korea,Korean,Graphic Design,0.0,20.0,,True,99.0
FL250681,Ellen Bowman,F,49.0,Netherlands,Dutch,Web Development,11.0,75.0,3.8,True,93.0
FL250682,Nancy Moore,F,22.0,China,Mandarin,Blockchain Development,1.0,100.0,4.8,True,75.0
FL250683,Joseph Wood,M,52.0,Mexico,Spanish,Graphic Design,30.0,100.0,2.5,,61.0
FL250684,Michael Harrell,M,60.0,Canada,English,Blockchain Development,7.0,30.0,0.0,False,97.0
FL250685,Connie Mcclain,F,33.0,Japan,Japanese,UI/UX Design,0.0,100.0,1.7,True,95.0
FL250686,Matthew Baldwin,M,52.0,South Korea,Korean,Graphic Design,21.0,40.0,4.0,,69.0
FL250687,Danielle Nelson,F,25.0,Germany,German,DevOps,7.0,100.0,1.9,False,63.0
FL250688,Steven Moore,M,33.0,Japan,Japanese,Cybersecurity,9.0,30.0,4.4,True,65.0
FL250689,Megan Hudson,F,33.0,China,Mandarin,Mobile Apps,9.0,50.0,4.2,True,90.0
FL250690,Lisa Johnson,F,52.0,Canada,English,UI/UX Design,25.0,100.0,4.8,False,
FL250691,Tracy White,F,20.0,Indonesia,Indonesian,Web Development,1.0,30.0,2.0,False,89.0
FL250692,Natalie Diaz,F,43.0,Russia,Russian,Data Analysis,7.0,50.0,,True,80.0
FL250693,Amanda Mitchell,F,31.0,France,French,Mobile Apps,9.0,50.0,1.4,False,80.0
FL250694,Karen Scott,F,29.0,Germany,German,Data Analysis,6.0,100.0,1.8,False,
FL250695,Mary Brown,F,53.0,South Africa,Afrikaans,Graphic Design,35.0,40.0,0.0,True,67.0
FL250696,Jon Jones,M,38.0,India,Hindi,Mobile Apps,1.0,40.0,0.0,False,96.0
FL250697,Jason Phillips,M,29.0,Spain,Spanish,Graphic Design,9.0,20.0,0.0,False,90.0
FL250698,Eric Walsh,M,42.0,South Korea,Korean,UI/UX Design,0.0,40.0,3.9,False,62.0
FL250699,Carol Schneider,F,54.0,United States,English,Machine Learning,9.0,100.0,,False,72.0
FL250700,Juan Hines,M,56.0,China,Mandarin,UI/UX Design,18.0,50.0,4.4,True,83.0
FL250701,Martha Sweeney,F,47.0,Turkey,Turkish,Graphic Design,22.0,100.0,4.4,False,70.0
FL250702,Jason Weaver,M,45.0,Russia,Russian,Blockchain Development,25.0,50.0,0.0,False,99.0
FL250703,Benjamin Stevens,M,45.0,China,Mandarin,Data Analysis,6.0,50.0,1.4,,97.0
FL250704,Daniel Lopez,M,35.0,Canada,English,Machine Learning,10.0,20.0,3.2,True,77.0
FL250705,John Simpson,M,51.0,Canada,English,DevOps,4.0,50.0,2.0,False,92.0
FL250706,Katrina Schultz,F,34.0,Spain,Spanish,Mobile Apps,11.0,50.0,3.3,True,76.0
FL250707,Danielle Bell,F,51.0,Indonesia,Indonesian,Graphic Design,1.0,50.0,0.0,True,97.0
FL250708,Jason Brady,M,58.0,Egypt,Arabic,Graphic Design,35.0,100.0,2.3,True,
FL250709,Megan Bright,F,36.0,Netherlands,Dutch,Web Development,17.0,20.0,0.0,True,99.0
FL250710,David Griffin,M,41.0,Russia,Russian,AI,12.0,30.0,2.6,True,
FL250711,Michael Clark,M,56.0,South Africa,Afrikaans,Machine Learning,30.0,40.0,3.3,True,82.0
FL250712,Rebecca Barker,F,58.0,Canada,English,Cybersecurity,20.0,75.0,3.6,True,78.0
FL250713,Angela Smith,F,58.0,United States,English,Cybersecurity,22.0,100.0,3.7,False,
FL250714,Christina Wright,F,54.0,United Kingdom,English,AI,32.0,20.0,3.4,False,
FL250715,Todd Turner,M,53.0,Australia,English,UI/UX Design,9.0,50.0,4.0,True,72.0
FL250716,Elizabeth Green,F,43.0,Australia,English,Web Development,22.0,40.0,4.5,,
FL250717,Alex Smith,M,44.0,South Korea,Korean,Machine Learning,1.0,75.0,4.3,True,
FL250718,Shane Hale,M,34.0,Canada,English,Cybersecurity,4.0,75.0,4.0,True,
FL250719,Kathy Grimes,F,27.0,Brazil,Portuguese,Mobile Apps,8.0,50.0,1.6,True,
FL250720,David Cherry,M,50.0,Japan,Japanese,Data Analysis,3.0,100.0,0.0,True,
FL250721,Rachel Rogers,F,52.0,South Korea,Korean,UI/UX Design,30.0,75.0,,False,94.0
FL250722,Travis Braun,M,57.0,Spain,Spanish,Blockchain Development,11.0,20.0,4.9,True,
FL250723,Shawna Palmer,F,53.0,Mexico,Spanish,DevOps,8.0,20.0,2.8,True,
FL250724,Bradley Gaines,M,51.0,Turkey,Turkish,UI/UX Design,11.0,30.0,3.6,True,77.0
FL250725,April Ford,F,37.0,Canada,English,Cybersecurity,9.0,50.0,,True,84.0
FL250726,James Gonzalez,M,40.0,Spain,Spanish,Web Development,7.0,40.0,4.5,,79.0
FL250727,John Castillo,M,60.0,Japan,Japanese,Data Analysis,24.0,40.0,3.1,False,69.0
FL250728,Ian Hayes,M,60.0,France,French,UI/UX Design,0.0,40.0,4.9,True,68.0
FL250729,Christine Castro,F,53.0,South Korea,Korean,UI/UX Design,21.0,30.0,4.2,True,73.0
FL250730,Jessica Chaney,F,20.0,Mexico,Spanish,Blockchain Development,0.0,75.0,3.2,True,74.0
FL250731,John Gray,M,42.0,Russia,Russian,Web Development,7.0,20.0,,False,100.0
FL250732,Shane Booker,M,21.0,United Kingdom,English,Mobile Apps,3.0,40.0,0.0,False,87.0
FL250733,Kyle Hall,M,39.0,Germany,German,Web Development,21.0,100.0,2.2,False,79.0
FL250734,Ronald Munoz,M,32.0,India,Hindi,Blockchain Development,9.0,30.0,1.5,False,68.0
FL250735,Christopher Long,M,35.0,Germany,German,Data Analysis,9.0,100.0,,False,84.0
FL250736,Sandra Ali,F,35.0,France,French,UI/UX Design,17.0,50.0,3.1,False,71.0
FL250737,Jessica Garza,F,23.0,Argentina,Spanish,UI/UX Design,0.0,75.0,0.0,False,92.0
FL250738,Gregory Waters,M,26.0,Netherlands,Dutch,AI,6.0,100.0,,False,69.0
FL250739,Misty Adams,F,34.0,Canada,English,Machine Learning,3.0,40.0,0.0,True,71.0
FL250740,Megan Brown,F,34.0,Germany,German,Blockchain Development,3.0,40.0,,False,77.0
FL250741,Gregory Brown,M,57.0,Italy,Italian,Web Development,31.0,50.0,3.0,True,87.0
FL250742,Scott Alexander MD,M,46.0,Canada,English,Web Development,5.0,30.0,2.6,False,76.0
FL250743,Eric Nguyen,M,55.0,India,Hindi,AI,37.0,75.0,4.1,False,
FL250744,Wendy Boyer,F,32.0,Australia,English,DevOps,10.0,50.0,1.5,False,65.0
FL250745,Mark Clark,M,53.0,Indonesia,Indonesian,AI,28.0,50.0,2.9,True,82.0
FL250746,Carl Kline,M,59.0,Mexico,Spanish,AI,0.0,100.0,0.0,True,87.0
FL250747,Linda Williams,F,44.0,Netherlands,Dutch,Machine Learning,19.0,40.0,4.9,False,100.0
FL250748,Jason Edwards,M,35.0,Egypt,Arabic,Blockchain Development,9.0,50.0,3.0,False,71.0
FL250749,Madison Mcintosh,F,42.0,China,Mandarin,Machine Learning,5.0,30.0,4.9,True,87.0
FL250750,Desiree Winters,F,58.0,South Korea,Korean,Blockchain Development,0.0,30.0,4.6,False,70.0
FL250751,Ryan Taylor,M,41.0,Netherlands,Dutch,AI,21.0,100.0,2.2,True,83.0
FL250752,Patricia Scott,F,41.0,Argentina,Spanish,Web Development,0.0,40.0,,True,74.0
FL250753,Erin Jimenez,F,23.0,Canada,English,Blockchain Development,0.0,30.0,1.1,True,86.0
FL250754,Anthony Krause,M,51.0,China,Mandarin,Blockchain Development,17.0,40.0,4.5,True,72.0
FL250755,Diane Dean,F,42.0,France,French,AI,21.0,40.0,2.5,True,73.0
FL250756,Stuart Mckinney,M,26.0,Japan,Japanese,Data Analysis,7.0,75.0,2.9,False,78.0
FL250757,Kellie Le,F,49.0,Indonesia,Indonesian,AI,22.0,75.0,0.0,True,
FL250758,Lauren Henry,F,37.0,Italy,Italian,DevOps,9.0,75.0,3.5,False,75.0
FL250759,Brandon Fox,M,31.0,Australia,English,AI,1.0,40.0,4.5,False,96.0
FL250760,Richard Smith,M,51.0,South Korea,Korean,Mobile Apps,5.0,40.0,1.7,True,61.0
FL250761,John White,M,60.0,China,Mandarin,DevOps,40.0,50.0,4.6,True,100.0
FL250762,Gilbert Mcintyre,M,51.0,Canada,English,Blockchain Development,19.0,50.0,,True,82.0
FL250763,Christopher Sparks,M,37.0,Germany,German,Graphic Design,12.0,40.0,4.9,True,80.0
FL250764,Aaron Hicks,M,52.0,India,Hindi,Blockchain Development,7.0,40.0,2.2,,96.0
FL250765,Jose Patterson,M,27.0,Indonesia,Indonesian,Blockchain Development,4.0,20.0,,False,63.0
FL250766,Bryan Long,M,48.0,Australia,English,Graphic Design,24.0,40.0,2.2,False,67.0
FL250767,Tammy Gomez,F,22.0,Japan,Japanese,Data Analysis,1.0,30.0,3.3,True,61.0
FL250768,Diana Raymond,F,48.0,Germany,German,Mobile Apps,28.0,30.0,4.9,False,77.0
FL250769,Jessica Armstrong,F,54.0,United States,English,Mobile Apps,19.0,75.0,0.0,,
FL250770,Amanda Martin,F,52.0,South Korea,Korean,Data Analysis,4.0,50.0,,False,84.0
FL250771,Anne Hamilton,F,39.0,Turkey,Turkish,Web Development,20.0,100.0,,True,89.0
FL250772,Heather Curtis,F,54.0,Russia,Russian,Mobile Apps,19.0,30.0,4.0,,90.0
FL250773,Tiffany Moses,F,22.0,United States,English,Cybersecurity,1.0,20.0,4.8,False,87.0
FL250774,Jacqueline Moon,F,29.0,South Africa,Afrikaans,Mobile Apps,8.0,50.0,0.0,False,77.0
FL250775,James Campbell,M,23.0,Spain,Spanish,DevOps,3.0,30.0,1.6,True,72.0
FL250776,Melissa Vasquez,F,58.0,Mexico,Spanish,DevOps,30.0,50.0,1.3,True,87.0
FL250777,Katherine Carlson,F,56.0,China,Mandarin,Blockchain Development,3.0,40.0,4.1,True,89.0
FL250778,Adam Clay,M,48.0,Turkey,Turkish,Web Development,19.0,40.0,1.5,False,87.0
FL250779,Amy Combs,F,31.0,Russia,Russian,Mobile Apps,11.0,40.0,4.3,True,76.0
FL250780,Anthony Case,M,44.0,Australia,English,Machine Learning,26.0,50.0,1.6,,100.0
FL250781,Kimberly Brown,F,42.0,Egypt,Arabic,Mobile Apps,10.0,100.0,3.7,True,94.0
FL250782,Joshua Holloway,M,59.0,United States,English,Cybersecurity,17.0,50.0,1.4,True,
FL250783,Cynthia Walton,F,41.0,Argentina,Spanish,Blockchain Development,9.0,100.0,4.5,True,83.0
FL250784,Shawn Delgado,M,21.0,China,Mandarin,Data Analysis,0.0,40.0,3.7,False,74.0
FL250785,Jeremy Smith,M,53.0,United Kingdom,English,DevOps,5.0,75.0,1.1,False,92.0
FL250786,Marc Ortiz,M,35.0,Argentina,Spanish,Mobile Apps,15.0,40.0,3.7,False,66.0
FL250787,Michelle Gregory,F,25.0,Brazil,Portuguese,Machine Learning,3.0,50.0,3.2,True,74.0
FL250788,Melanie Gay,F,23.0,Italy,Italian,UI/UX Design,1.0,30.0,5.0,False,97.0
FL250789,Brittany Lambert,F,56.0,Egypt,Arabic,Graphic Design,13.0,30.0,0.0,,77.0
FL250790,Mary Hernandez,F,31.0,Mexico,Spanish,UI/UX Design,6.0,50.0,3.5,False,86.0
FL250791,Jonathan Jones,M,24.0,United States,English,Cybersecurity,4.0,50.0,3.1,False,95.0
FL250792,Gina Williams,F,35.0,Brazil,Portuguese,Cybersecurity,7.0,62.5,3.9,False,72.0
FL250793,Kelly Lawson,F,20.0,Spain,Spanish,AI,1.0,50.0,3.5,False,71.0
FL250794,Keith Smith,M,26.0,Australia,English,Data Analysis,5.0,100.0,2.5,True,93.0
FL250795,Christopher Hunter,M,54.0,United Kingdom,English,DevOps,29.0,40.0,3.1,True,
FL250796,Dwayne Parks,M,53.0,Russia,Russian,Cybersecurity,12.0,100.0,4.7,True,87.0
FL250797,Mary Hall,F,33.0,Canada,English,DevOps,4.0,62.5,1.9,False,73.0
FL250798,Jake Gilmore,M,43.0,Netherlands,Dutch,Web Development,12.0,50.0,1.6,True,74.0
FL250799,Mark Lopez,M,37.0,Canada,English,DevOps,3.0,20.0,2.5,False,62.0
FL250800,Dana Rice,F,58.0,France,French,Data Analysis,15.0,20.0,3.5,,98.0
FL250801,Beth Young,F,39.0,Spain,Spanish,Mobile Apps,15.0,50.0,,False,80.0
FL250802,Ryan Powell,M,43.0,Turkey,Turkish,Graphic Design,13.0,20.0,1.2,True,69.0
FL250803,Amanda Fowler,F,40.0,Spain,Spanish,Blockchain Development,20.0,30.0,,False,90.0
FL250804,Lindsay Rivera,F,51.0,United Kingdom,English,Machine Learning,30.0,75.0,,True,74.0
FL250805,Mark Ward,M,23.0,Germany,German,AI,4.0,50.0,4.5,False,98.0
FL250806,Amanda Smith,F,31.0,Indonesia,Indonesian,Graphic Design,9.0,20.0,,True,84.0
FL250807,Emily Brown,F,44.0,Russia,Russian,Web Development,3.0,20.0,5.0,True,75.0
FL250808,Dwayne Cardenas,M,56.0,Germany,German,Mobile Apps,23.0,75.0,3.9,True,
FL250809,Dr. Rhonda Hernandez,F,48.0,Australia,English,Cybersecurity,5.0,100.0,1.8,True,97.0
FL250810,Melody Barker,F,46.0,Russia,Russian,Web Development,28.0,30.0,4.2,True,
FL250811,Russell Carpenter,M,21.0,Egypt,Arabic,AI,0.0,20.0,2.6,False,64.0
